ProviderID,HospitalName,Address,City,State,ZIP,County,Phone,MeasureName,MeasureID,ComparedToNational,Denominator,Score,LowerEst,HigherEst,Footnote,StartDate,EndDate,Location
030071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,86504,APACHE,9287298000,Death rate for stroke patients,MORT_30_STK,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"PO BOX 649
FORT DEFIANCE, AZ
"
030071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,86504,APACHE,9287298000,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"PO BOX 649
FORT DEFIANCE, AZ
"
030071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,86504,APACHE,9287298000,Rate of readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"PO BOX 649
FORT DEFIANCE, AZ
"
030071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,86504,APACHE,9287298000,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"PO BOX 649
FORT DEFIANCE, AZ
"
030071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,86504,APACHE,9287298000,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,No Different than the National Rate,37,24.4,19.9,29.6,,07/01/2012,06/30/2015,"PO BOX 649
FORT DEFIANCE, AZ
"
030071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,86504,APACHE,9287298000,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"PO BOX 649
FORT DEFIANCE, AZ
"
030071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,86504,APACHE,9287298000,Rate of readmission after discharge from hospital (hospital-wide),READM_30_HOSP_WIDE,No Different than the National Rate,296,16.0,14.2,18.0,,07/01/2014,06/30/2015,"PO BOX 649
FORT DEFIANCE, AZ
"
030071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,86504,APACHE,9287298000,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,168,18.1,14.5,22.6,,07/01/2012,06/30/2015,"PO BOX 649
FORT DEFIANCE, AZ
"
030071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,86504,APACHE,9287298000,Rate of readmission for stroke patients,READM_30_STK,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"PO BOX 649
FORT DEFIANCE, AZ
"
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,COCONINO,9282832501,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"PO BOX 600
TUBA CITY, AZ
"
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,COCONINO,9282832501,Death rate for CABG,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"PO BOX 600
TUBA CITY, AZ
"
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,COCONINO,9282832501,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"PO BOX 600
TUBA CITY, AZ
"
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,COCONINO,9282832501,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,39,11.2,8.2,15.0,,07/01/2012,06/30/2015,"PO BOX 600
TUBA CITY, AZ
"
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,COCONINO,9282832501,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,128,13.5,10.3,17.7,,07/01/2012,06/30/2015,"PO BOX 600
TUBA CITY, AZ
"
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,COCONINO,9282832501,Death rate for stroke patients,MORT_30_STK,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"PO BOX 600
TUBA CITY, AZ
"
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,COCONINO,9282832501,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"PO BOX 600
TUBA CITY, AZ
"
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,COCONINO,9282832501,Rate of readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"PO BOX 600
TUBA CITY, AZ
"
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,COCONINO,9282832501,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"PO BOX 600
TUBA CITY, AZ
"
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,COCONINO,9282832501,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,No Different than the National Rate,61,22.6,18.3,27.5,,07/01/2012,06/30/2015,"PO BOX 600
TUBA CITY, AZ
"
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,COCONINO,9282832501,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,No Different than the National Rate,105,4.8,3.2,7.0,,07/01/2012,06/30/2015,"PO BOX 600
TUBA CITY, AZ
"
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,COCONINO,9282832501,Rate of readmission after discharge from hospital (hospital-wide),READM_30_HOSP_WIDE,No Different than the National Rate,368,15.1,13.4,16.8,,07/01/2014,06/30/2015,"PO BOX 600
TUBA CITY, AZ
"
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,COCONINO,9282832501,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,139,16.4,13.1,20.5,,07/01/2012,06/30/2015,"PO BOX 600
TUBA CITY, AZ
"
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,COCONINO,9282832501,Rate of readmission for stroke patients,READM_30_STK,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"PO BOX 600
TUBA CITY, AZ
"
030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,5203627003,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"HIGHWAY 86, AT TOPAWA ROAD
SELLS, AZ
"
030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,5203627003,Death rate for CABG,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"HIGHWAY 86, AT TOPAWA ROAD
SELLS, AZ
"
030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,5203627003,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,Not Available,Not Available,Not Available,Not Available,Not Available,7 - No cases met the criteria for this measure.,07/01/2012,06/30/2015,"HIGHWAY 86, AT TOPAWA ROAD
SELLS, AZ
"
030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,5203627003,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"HIGHWAY 86, AT TOPAWA ROAD
SELLS, AZ
"
030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,5203627003,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"HIGHWAY 86, AT TOPAWA ROAD
SELLS, AZ
"
030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,5203627003,Death rate for stroke patients,MORT_30_STK,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"HIGHWAY 86, AT TOPAWA ROAD
SELLS, AZ
"
030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,5203627003,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"HIGHWAY 86, AT TOPAWA ROAD
SELLS, AZ
"
030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,5203627003,Rate of readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"HIGHWAY 86, AT TOPAWA ROAD
SELLS, AZ
"
030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,5203627003,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,Not Available,Not Available,Not Available,Not Available,Not Available,7 - No cases met the criteria for this measure.,07/01/2012,06/30/2015,"HIGHWAY 86, AT TOPAWA ROAD
SELLS, AZ
"
030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,5203627003,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"HIGHWAY 86, AT TOPAWA ROAD
SELLS, AZ
"
030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,5203627003,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"HIGHWAY 86, AT TOPAWA ROAD
SELLS, AZ
"
030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,5203627003,Rate of readmission after discharge from hospital (hospital-wide),READM_30_HOSP_WIDE,No Different than the National Rate,35,15.7,13.4,18.3,,07/01/2014,06/30/2015,"HIGHWAY 86, AT TOPAWA ROAD
SELLS, AZ
"
030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,5203627003,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"HIGHWAY 86, AT TOPAWA ROAD
SELLS, AZ
"
030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,5203627003,Rate of readmission for stroke patients,READM_30_STK,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"HIGHWAY 86, AT TOPAWA ROAD
SELLS, AZ
"
030077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,9284751200,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"103 MEDICINE WAY ROAD
PERIDOT, AZ
"
030077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,9284751200,Death rate for CABG,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"103 MEDICINE WAY ROAD
PERIDOT, AZ
"
030077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,9284751200,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"103 MEDICINE WAY ROAD
PERIDOT, AZ
"
030077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,9284751200,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"103 MEDICINE WAY ROAD
PERIDOT, AZ
"
030077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,9284751200,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"103 MEDICINE WAY ROAD
PERIDOT, AZ
"
030077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,9284751200,Death rate for stroke patients,MORT_30_STK,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"103 MEDICINE WAY ROAD
PERIDOT, AZ
"
030077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,9284751200,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"103 MEDICINE WAY ROAD
PERIDOT, AZ
"
030077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,9284751200,Rate of readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"103 MEDICINE WAY ROAD
PERIDOT, AZ
"
030077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,9284751200,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"103 MEDICINE WAY ROAD
PERIDOT, AZ
"
030077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,9284751200,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"103 MEDICINE WAY ROAD
PERIDOT, AZ
"
030077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,9284751200,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"103 MEDICINE WAY ROAD
PERIDOT, AZ
"
030077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,9284751200,Rate of readmission after discharge from hospital (hospital-wide),READM_30_HOSP_WIDE,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2014,06/30/2015,"103 MEDICINE WAY ROAD
PERIDOT, AZ
"
030077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,9284751200,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"103 MEDICINE WAY ROAD
PERIDOT, AZ
"
030077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,9284751200,Rate of readmission for stroke patients,READM_30_STK,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"103 MEDICINE WAY ROAD
PERIDOT, AZ
"
030078,PHOENIX INDIAN MEDICAL CENTER,4212 NORTH 16TH STREET,PHOENIX,AZ,85016,MARICOPA,6022631200,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,36,16.4,12.9,21.1,,07/01/2012,06/30/2015,"4212 NORTH 16TH STREET
PHOENIX, AZ
(33.49701, -112.047613)"
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"US HWY 191, HOSPITAL ROAD
CHINLE, AZ
"
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,Death rate for CABG,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"US HWY 191, HOSPITAL ROAD
CHINLE, AZ
"
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"US HWY 191, HOSPITAL ROAD
CHINLE, AZ
"
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"US HWY 191, HOSPITAL ROAD
CHINLE, AZ
"
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,136,17.1,13.2,22.2,,07/01/2012,06/30/2015,"US HWY 191, HOSPITAL ROAD
CHINLE, AZ
"
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,Death rate for stroke patients,MORT_30_STK,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"US HWY 191, HOSPITAL ROAD
CHINLE, AZ
"
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"US HWY 191, HOSPITAL ROAD
CHINLE, AZ
"
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,Rate of readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"US HWY 191, HOSPITAL ROAD
CHINLE, AZ
"
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"US HWY 191, HOSPITAL ROAD
CHINLE, AZ
"
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,No Different than the National Rate,26,21.9,17.5,27.0,,07/01/2012,06/30/2015,"US HWY 191, HOSPITAL ROAD
CHINLE, AZ
"
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"US HWY 191, HOSPITAL ROAD
CHINLE, AZ
"
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,Rate of readmission after discharge from hospital (hospital-wide),READM_30_HOSP_WIDE,No Different than the National Rate,235,16.0,14.2,18.0,,07/01/2014,06/30/2015,"US HWY 191, HOSPITAL ROAD
CHINLE, AZ
"
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,155,18.8,15.1,23.4,,07/01/2012,06/30/2015,"US HWY 191, HOSPITAL ROAD
CHINLE, AZ
"
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,Rate of readmission for stroke patients,READM_30_STK,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"US HWY 191, HOSPITAL ROAD
CHINLE, AZ
"
